timestamp_scrape,percentage,location_name,last_count,updated,open_boolean
2023-07-20 09:35:28.566098-04:00,55.0,SquashBusters - 4th Floor,33,2023-07-20 09:16:00,True
2023-07-20 10:03:26.926210-04:00,50.0,SquashBusters - 4th Floor,30,2023-07-20 09:47:00,True
2023-07-20 10:24:10.633408-04:00,46.666666666667,SquashBusters - 4th Floor,28,2023-07-20 10:13:00,True
2023-07-20 10:46:06.569211-04:00,4.0,Functional Training Area,1,2023-07-20 10:34:00,True
2023-07-20 10:46:06.569728-04:00,41.666666666667,SquashBusters - 4th Floor,25,2023-07-20 10:41:00,True
2023-07-20 11:31:17.659525-04:00,40.0,SquashBusters - 4th Floor,24,2023-07-20 11:28:00,True
2023-07-20 11:45:59.390863-04:00,12.0,Functional Training Area,3,2023-07-20 11:37:00,True
2023-07-20 12:06:46.042982-04:00,45.0,SquashBusters - 4th Floor,27,2023-07-20 11:57:00,True
2023-07-20 12:28:21.511983-04:00,20.0,Functional Training Area,5,2023-07-20 12:18:00,True
2023-07-20 12:28:21.512503-04:00,75.0,SquashBusters - 4th Floor,45,2023-07-20 12:24:00,True
2023-07-20 12:45:59.029120-04:00,12.0,Functional Training Area,3,2023-07-20 12:44:00,True
2023-07-20 13:02:41.337481-04:00,20.0,Functional Training Area,5,2023-07-20 12:53:00,True
2023-07-20 13:22:36.478146-04:00,8.0,Functional Training Area,2,2023-07-20 13:17:00,True
2023-07-20 13:46:14.824823-04:00,4.0,Functional Training Area,1,2023-07-20 13:42:00,True
2023-07-20 14:06:44.828853-04:00,41.666666666667,SquashBusters - 4th Floor,25,2023-07-20 13:55:00,True
2023-07-20 14:26:42.456904-04:00,0.0,Functional Training Area,0,2023-07-20 14:14:00,True
2023-07-20 14:33:52.582260-04:00,73.333333333333,SquashBusters - 4th Floor,44,2023-07-20 14:31:00,True
2023-07-20 15:02:23.921792-04:00,66.666666666667,SquashBusters - 4th Floor,40,2023-06-08 17:50:00,True
2023-07-20 15:16:55.972255-04:00,0.0,Functional Training Area,0,2023-07-20 15:12:00,True
2023-07-20 15:16:55.972817-04:00,60.0,SquashBusters - 4th Floor,36,2023-07-20 15:10:00,True
2023-07-20 15:45:59.104410-04:00,16.0,Functional Training Area,4,2023-07-20 15:33:00,True
2023-07-20 16:04:20.715785-04:00,4.7619047619048,Marino Center - 2nd Floor,5,2023-07-20 16:00:00,True
2023-07-20 16:04:20.716233-04:00,0.0,Marino Center - 3rd Floor Weight Room,0,2023-07-20 15:51:00,True
2023-07-20 16:04:20.716673-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-20 15:55:00,True
2023-07-20 16:21:52.016818-04:00,24.0,Functional Training Area,6,2023-07-20 16:18:00,True
2023-07-20 16:21:52.017788-04:00,45.0,SquashBusters - 4th Floor,27,2023-07-20 16:17:00,True
2023-07-20 16:31:12.486957-04:00,38.461538461538,Marino Center - 3rd Floor Weight Room,25,2023-07-20 16:29:00,True
2023-07-20 16:45:59.654168-04:00,24.761904761905,Marino Center - 2nd Floor,26,2023-07-20 16:31:00,True
2023-07-20 17:02:24.104720-04:00,46.153846153846,Marino Center - 3rd Floor Weight Room,30,2023-07-20 16:58:00,True
2023-07-20 17:02:24.105081-04:00,48.333333333333,SquashBusters - 4th Floor,29,2023-07-20 16:57:00,True
2023-07-20 17:18:12.787680-04:00,26.666666666667,Marino Center - 2nd Floor,28,2023-07-20 17:02:00,True
2023-07-20 17:31:03.332145-04:00,26.666666666667,Marino Center - 2nd Floor,28,2023-07-20 17:30:00,True
2023-07-20 17:46:02.420376-04:00,12.0,Functional Training Area,3,2023-07-20 17:34:00,True
2023-07-20 17:46:02.420679-04:00,64.615384615385,Marino Center - 3rd Floor Weight Room,42,2023-07-20 17:41:00,True
2023-07-20 17:46:02.421125-04:00,60.0,SquashBusters - 4th Floor,36,2023-07-20 17:42:00,True
2023-07-20 18:03:12.260272-04:00,30.47619047619,Marino Center - 2nd Floor,32,2023-07-20 17:59:00,True
2023-07-20 18:03:12.260539-04:00,24.0,Functional Training Area,6,2023-07-20 17:58:00,True
2023-07-20 18:23:41.737820-04:00,33.333333333333,Marino Center - 2nd Floor,35,2023-07-20 18:22:00,True
2023-07-20 18:23:41.738089-04:00,32.0,Functional Training Area,8,2023-07-20 18:15:00,True
2023-07-20 18:23:41.738305-04:00,76.923076923077,Marino Center - 3rd Floor Weight Room,50,2023-07-20 18:06:00,True
2023-07-20 18:46:01.413643-04:00,16.0,Functional Training Area,4,2023-07-20 18:38:00,True
2023-07-20 19:03:58.072361-04:00,20.0,Functional Training Area,5,2023-07-20 19:00:00,True
2023-07-20 19:03:58.072547-04:00,72.307692307692,Marino Center - 3rd Floor Weight Room,47,2023-07-20 18:59:00,True
2023-07-20 19:03:58.072989-04:00,73.333333333333,SquashBusters - 4th Floor,44,2023-07-20 19:01:00,True
2023-07-20 19:20:36.134976-04:00,12.0,Functional Training Area,3,2023-07-20 19:14:00,True
2023-07-20 19:31:21.258639-04:00,8.0,Functional Training Area,2,2023-07-20 19:27:00,True
2023-07-20 19:31:21.258830-04:00,64.615384615385,Marino Center - 3rd Floor Weight Room,42,2023-07-20 19:23:00,True
2023-07-20 19:34:39.821649-04:00,4.0,Functional Training Area,1,2023-07-20 19:34:00,True
2023-07-20 19:34:39.822195-04:00,78.333333333333,SquashBusters - 4th Floor,47,2023-07-20 19:31:00,True
2023-07-20 19:45:53.131354-04:00,30.47619047619,Marino Center - 2nd Floor,32,2023-07-20 19:40:00,True
2023-07-20 20:11:16.481940-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-20 20:07:00,True
2023-07-20 21:56:49.447523-04:00,26.666666666667,Marino Center - 2nd Floor,28,2023-07-20 21:50:00,True
2023-07-20 21:56:49.447939-04:00,60.0,Marino Center - 3rd Floor Weight Room,39,2023-07-20 21:20:00,True
2023-07-20 21:56:49.448366-04:00,46.666666666667,SquashBusters - 4th Floor,28,2023-07-20 21:30:00,True
2023-07-20 22:29:54.593902-04:00,23.809523809524,Marino Center - 2nd Floor,25,2023-07-20 22:04:00,True
2023-07-20 22:29:54.594379-04:00,55.384615384615,Marino Center - 3rd Floor Weight Room,36,2023-07-20 22:23:00,True
2023-07-20 22:45:31.637992-04:00,25.714285714286,Marino Center - 2nd Floor,27,2023-07-20 22:33:00,True
2023-07-20 22:45:31.638431-04:00,58.461538461538,Marino Center - 3rd Floor Weight Room,38,2023-07-20 22:35:00,True
2023-07-20 23:04:42.139392-04:00,13.333333333333,Marino Center - 2nd Floor,14,2023-07-20 22:52:00,True
2023-07-20 23:04:42.139784-04:00,56.923076923077,Marino Center - 3rd Floor Weight Room,37,2023-07-20 22:49:00,True
2023-07-21 00:07:02.858859-04:00,0.0,Marino Center - 2nd Floor,0,2023-07-21 00:01:00,True
2023-07-21 05:45:58.760946-04:00,5.0,SquashBusters - 4th Floor,3,2023-07-21 05:34:00,True
2023-07-21 06:04:23.074344-04:00,28.333333333333,SquashBusters - 4th Floor,17,2023-07-21 05:54:00,True
2023-07-21 06:33:13.683868-04:00,40.0,SquashBusters - 4th Floor,24,2023-07-21 06:27:00,True
2023-07-21 07:46:03.212212-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-21 07:41:00,True
2023-07-21 08:39:41.306927-04:00,38.333333333333,SquashBusters - 4th Floor,23,2023-07-21 08:29:00,True
2023-07-21 09:13:01.250008-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-21 09:01:00,True
2023-07-21 09:45:58.246321-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-21 09:43:00,True
2023-07-21 10:23:24.957049-04:00,4.0,Functional Training Area,1,2023-07-21 10:20:00,True
2023-07-21 10:23:24.957489-04:00,48.333333333333,SquashBusters - 4th Floor,29,2023-07-21 10:21:00,True
2023-07-21 11:22:13.336427-04:00,8.0,Functional Training Area,2,2023-07-21 11:16:00,True
2023-07-21 11:22:13.337168-04:00,51.666666666667,SquashBusters - 4th Floor,31,2023-07-21 11:09:00,True
2023-07-21 11:46:05.452345-04:00,20.0,Functional Training Area,5,2023-07-21 11:39:00,True
2023-07-21 11:46:05.452972-04:00,56.666666666667,SquashBusters - 4th Floor,34,2023-07-21 11:30:00,True
2023-07-21 12:06:36.906469-04:00,60.0,SquashBusters - 4th Floor,36,2023-07-21 12:04:00,True
2023-07-21 12:28:04.906814-04:00,56.666666666667,SquashBusters - 4th Floor,34,2023-07-21 12:20:00,True
2023-07-21 13:02:31.633360-04:00,58.333333333333,SquashBusters - 4th Floor,35,2023-07-21 12:47:00,True
2023-07-21 13:22:57.897798-04:00,8.0,Functional Training Area,2,2023-07-21 13:13:00,True
2023-07-21 13:22:57.898803-04:00,35.0,SquashBusters - 4th Floor,21,2023-07-21 13:17:00,True
2023-07-21 14:07:33.666873-04:00,28.333333333333,SquashBusters - 4th Floor,17,2023-07-21 13:49:00,True
2023-07-21 14:26:30.128178-04:00,16.0,Functional Training Area,4,2023-07-21 14:19:00,True
2023-07-21 14:26:30.128847-04:00,38.333333333333,SquashBusters - 4th Floor,23,2023-07-21 14:16:00,True
2023-07-21 14:46:01.038573-04:00,40.0,SquashBusters - 4th Floor,24,2023-07-21 14:42:00,True
2023-07-21 15:01:36.050493-04:00,12.0,Functional Training Area,3,2023-07-21 14:50:00,True
2023-07-21 15:31:12.824970-04:00,12.0,Functional Training Area,3,2023-07-21 15:23:00,True
2023-07-21 15:45:54.559916-04:00,55.0,SquashBusters - 4th Floor,33,2023-07-21 15:30:00,True
2023-07-21 16:04:03.240665-04:00,0.0,Marino Center - 2nd Floor,0,2023-07-21 15:51:00,True
2023-07-21 16:04:03.241066-04:00,0.0,Marino Center - 3rd Floor Weight Room,0,2023-07-21 15:57:00,True
2023-07-21 16:04:03.241406-04:00,51.666666666667,SquashBusters - 4th Floor,31,2023-07-21 16:00:00,True
2023-07-21 16:31:15.587388-04:00,0.0,Functional Training Area,0,2023-07-21 16:25:00,True
2023-07-21 16:31:15.587561-04:00,73.846153846154,Marino Center - 3rd Floor Weight Room,48,2023-07-21 16:29:00,True
2023-07-21 16:31:15.587898-04:00,50.0,SquashBusters - 4th Floor,30,2023-07-21 16:30:00,True
2023-07-21 16:46:21.705155-04:00,14.285714285714,Marino Center - 2nd Floor,15,2023-07-21 16:36:00,True
2023-07-21 17:02:33.484375-04:00,25.714285714286,Marino Center - 2nd Floor,27,2023-07-21 17:01:00,True
2023-07-21 17:02:33.484601-04:00,4.0,Functional Training Area,1,2023-07-21 16:46:00,True
2023-07-21 17:02:33.484783-04:00,100.0,Marino Center - 3rd Floor Weight Room,66,2023-07-21 16:59:00,True
2023-07-21 17:02:33.485135-04:00,61.666666666667,SquashBusters - 4th Floor,37,2023-07-21 17:00:00,True
2023-07-21 17:31:18.104922-04:00,96.923076923077,Marino Center - 3rd Floor Weight Room,63,2023-07-21 17:29:00,True
2023-07-21 17:46:01.831995-04:00,36.666666666667,SquashBusters - 4th Floor,22,2023-07-21 17:41:00,True
2023-07-21 18:02:22.922129-04:00,75.384615384615,Marino Center - 3rd Floor Weight Room,49,2023-07-21 18:00:00,True
2023-07-21 18:45:56.277343-04:00,100.0,Marino Center - 3rd Floor Weight Room,66,2023-07-21 17:30:00,True
2023-07-21 19:03:18.878300-04:00,89.230769230769,Marino Center - 3rd Floor Weight Room,58,2023-07-21 18:59:00,True
2023-07-21 20:35:00.469535-04:00,28.571428571429,Marino Center - 2nd Floor,30,2023-07-21 20:23:00,True
2023-07-21 20:35:00.470007-04:00,43.076923076923,Marino Center - 3rd Floor Weight Room,28,2023-07-21 20:30:00,True
2023-07-21 21:51:43.314155-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-21 21:44:00,True
2023-07-21 21:51:43.314636-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-21 20:57:00,True
2023-07-21 22:25:40.499111-04:00,19.047619047619,Marino Center - 2nd Floor,20,2023-07-21 22:21:00,True
2023-07-21 22:25:40.499554-04:00,46.153846153846,Marino Center - 3rd Floor Weight Room,30,2023-07-21 21:52:00,True
2023-07-21 22:41:20.457528-04:00,27.692307692308,Marino Center - 3rd Floor Weight Room,18,2023-07-21 22:30:00,True
2023-07-21 23:04:01.318424-04:00,17.142857142857,Marino Center - 2nd Floor,18,2023-07-21 22:58:00,True
2023-07-22 08:08:47.548963-04:00,0.0,Marino Center - 2nd Floor,0,2023-07-22 08:03:00,True
2023-07-22 08:08:47.549362-04:00,3.0769230769231,Marino Center - 3rd Floor Weight Room,2,2023-07-22 08:02:00,True
2023-07-22 08:37:03.665874-04:00,15.238095238095,Marino Center - 2nd Floor,16,2023-07-22 08:34:00,True
2023-07-22 08:37:03.666285-04:00,29.230769230769,Marino Center - 3rd Floor Weight Room,19,2023-07-22 08:35:00,True
2023-07-22 09:21:52.961760-04:00,10.47619047619,Marino Center - 2nd Floor,11,2023-07-22 09:20:00,True
2023-07-22 10:02:15.147761-04:00,44.615384615385,Marino Center - 3rd Floor Weight Room,29,2023-07-22 09:51:00,True
2023-07-22 10:31:12.821411-04:00,11.428571428571,Marino Center - 2nd Floor,12,2023-07-22 10:24:00,True
2023-07-22 11:20:08.625110-04:00,18.095238095238,Marino Center - 2nd Floor,19,2023-07-22 11:02:00,True
2023-07-22 11:20:08.625526-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 11:01:00,True
2023-07-22 11:31:25.044087-04:00,19.047619047619,Marino Center - 2nd Floor,20,2023-07-22 11:30:00,True
2023-07-22 11:46:06.583231-04:00,27.692307692308,Marino Center - 3rd Floor Weight Room,18,2023-07-22 11:31:00,True
2023-07-22 12:04:30.297736-04:00,15.238095238095,Marino Center - 2nd Floor,16,2023-07-22 11:55:00,True
2023-07-22 12:04:30.298154-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 11:57:00,True
2023-07-22 12:33:59.883923-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-22 12:30:00,True
2023-07-22 12:33:59.884401-04:00,41.538461538462,Marino Center - 3rd Floor Weight Room,27,2023-07-22 12:29:00,True
2023-07-22 13:02:21.885168-04:00,46.153846153846,Marino Center - 3rd Floor Weight Room,30,2023-07-22 12:59:00,True
2023-07-22 13:21:37.501201-04:00,13.333333333333,Marino Center - 2nd Floor,14,2023-07-22 13:02:00,True
2023-07-22 13:31:18.791656-04:00,47.692307692308,Marino Center - 3rd Floor Weight Room,31,2023-07-22 13:28:00,True
2023-07-22 13:46:18.439591-04:00,19.047619047619,Marino Center - 2nd Floor,20,2023-07-22 13:31:00,True
2023-07-22 14:03:55.647094-04:00,12.380952380952,Marino Center - 2nd Floor,13,2023-07-22 13:59:00,True
2023-07-22 14:03:55.647489-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 13:58:00,True
2023-07-22 14:31:05.804700-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 14:29:00,True
2023-07-22 14:46:07.686299-04:00,13.333333333333,Marino Center - 2nd Floor,14,2023-07-22 14:35:00,True
2023-07-22 15:02:01.187685-04:00,11.428571428571,Marino Center - 2nd Floor,12,2023-07-22 14:59:00,True
2023-07-22 15:31:20.585528-04:00,18.095238095238,Marino Center - 2nd Floor,19,2023-07-22 15:29:00,True
2023-07-22 15:46:00.887885-04:00,17.142857142857,Marino Center - 2nd Floor,18,2023-07-22 15:32:00,True
2023-07-22 16:03:11.190867-04:00,19.047619047619,Marino Center - 2nd Floor,20,2023-07-22 15:54:00,True
2023-07-22 16:20:13.573912-04:00,55.384615384615,Marino Center - 3rd Floor Weight Room,36,2023-07-22 16:04:00,True
2023-07-22 16:31:11.054977-04:00,46.153846153846,Marino Center - 3rd Floor Weight Room,30,2023-07-22 16:27:00,True
2023-07-22 16:46:00.048809-04:00,14.285714285714,Marino Center - 2nd Floor,15,2023-07-22 16:32:00,True
2023-07-22 17:02:25.876847-04:00,17.142857142857,Marino Center - 2nd Floor,18,2023-07-22 16:59:00,True
2023-07-22 17:02:25.877330-04:00,55.384615384615,Marino Center - 3rd Floor Weight Room,36,2023-07-22 16:55:00,True
2023-07-22 17:31:05.744184-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-22 17:22:00,True
2023-07-22 17:31:05.744618-04:00,27.692307692308,Marino Center - 3rd Floor Weight Room,18,2023-07-22 17:29:00,True
2023-07-22 17:46:02.773390-04:00,66.153846153846,Marino Center - 3rd Floor Weight Room,43,2023-07-22 17:40:00,True
2023-07-22 18:23:02.445153-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-22 18:03:00,True
2023-07-22 18:23:02.445566-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 18:04:00,True
2023-07-22 18:31:10.361632-04:00,36.923076923077,Marino Center - 3rd Floor Weight Room,24,2023-07-22 18:26:00,True
2023-07-22 18:46:04.657919-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-22 18:31:00,True
2023-07-22 19:02:59.993985-04:00,43.076923076923,Marino Center - 3rd Floor Weight Room,28,2023-07-22 18:51:00,True
2023-07-22 20:35:36.088725-04:00,25.714285714286,Marino Center - 2nd Floor,27,2023-07-22 20:18:00,True
2023-07-23 08:36:40.171306-04:00,1.9047619047619,Marino Center - 2nd Floor,2,2023-07-23 08:13:00,True
2023-07-23 08:36:40.171726-04:00,12.307692307692,Marino Center - 3rd Floor Weight Room,8,2023-07-23 08:33:00,True
2023-07-23 09:06:24.745325-04:00,18.461538461538,Marino Center - 3rd Floor Weight Room,12,2023-07-23 09:03:00,True
2023-07-23 09:22:15.728547-04:00,5.7142857142857,Marino Center - 2nd Floor,6,2023-07-23 09:07:00,True
2023-07-23 09:31:11.667775-04:00,12.380952380952,Marino Center - 2nd Floor,13,2023-07-23 09:27:00,True
2023-07-23 09:46:03.818589-04:00,20.0,Marino Center - 3rd Floor Weight Room,13,2023-07-23 09:31:00,True
2023-07-23 10:21:33.200514-04:00,11.428571428571,Marino Center - 2nd Floor,12,2023-07-23 10:18:00,True
2023-07-23 10:21:33.200926-04:00,27.692307692308,Marino Center - 3rd Floor Weight Room,18,2023-07-23 10:02:00,True
2023-07-23 10:31:16.708168-04:00,14.285714285714,Marino Center - 2nd Floor,15,2023-07-23 10:26:00,True
2023-07-23 10:46:04.753733-04:00,27.692307692308,Marino Center - 3rd Floor Weight Room,18,2023-07-23 10:35:00,True
2023-07-23 11:02:28.799837-04:00,15.238095238095,Marino Center - 2nd Floor,16,2023-07-23 10:53:00,True
2023-07-23 11:20:09.466629-04:00,12.380952380952,Marino Center - 2nd Floor,13,2023-07-23 11:12:00,True
2023-07-23 11:46:04.026439-04:00,11.428571428571,Marino Center - 2nd Floor,12,2023-07-23 11:38:00,True
2023-07-23 11:46:04.026865-04:00,40.0,Marino Center - 3rd Floor Weight Room,26,2023-07-23 11:35:00,True
2023-07-23 12:04:43.577886-04:00,38.461538461538,Marino Center - 3rd Floor Weight Room,25,2023-07-23 12:02:00,True
2023-07-23 12:26:18.107224-04:00,13.333333333333,Marino Center - 2nd Floor,14,2023-07-23 12:10:00,True
2023-07-23 12:46:03.158736-04:00,12.380952380952,Marino Center - 2nd Floor,13,2023-07-23 12:39:00,True
2023-07-23 12:46:03.159165-04:00,47.692307692308,Marino Center - 3rd Floor Weight Room,31,2023-07-23 12:35:00,True
2023-07-23 13:21:53.574119-04:00,13.333333333333,Marino Center - 2nd Floor,14,2023-07-23 13:17:00,True
2023-07-23 13:31:00.404700-04:00,49.230769230769,Marino Center - 3rd Floor Weight Room,32,2023-07-23 13:21:00,True
2023-07-23 13:46:14.555740-04:00,50.769230769231,Marino Center - 3rd Floor Weight Room,33,2023-07-23 13:30:00,True
2023-07-23 14:04:41.912114-04:00,17.142857142857,Marino Center - 2nd Floor,18,2023-07-23 13:50:00,True
2023-07-23 14:24:18.155826-04:00,49.230769230769,Marino Center - 3rd Floor Weight Room,32,2023-07-23 14:17:00,True
2023-07-23 14:46:15.590034-04:00,22.857142857143,Marino Center - 2nd Floor,24,2023-07-23 14:44:00,True
2023-07-23 15:02:29.192567-04:00,14.285714285714,Marino Center - 2nd Floor,15,2023-07-23 15:00:00,True
2023-07-23 15:16:15.892242-04:00,16.190476190476,Marino Center - 2nd Floor,17,2023-07-23 15:06:00,True
2023-07-23 15:31:08.732062-04:00,7.6190476190476,Marino Center - 2nd Floor,8,2023-07-23 15:30:00,True
2023-07-23 15:45:58.827554-04:00,50.769230769231,Marino Center - 3rd Floor Weight Room,33,2023-07-23 15:31:00,True
2023-07-23 16:03:16.880170-04:00,8.5714285714286,Marino Center - 2nd Floor,9,2023-07-23 15:56:00,True
2023-07-23 16:03:16.880635-04:00,49.230769230769,Marino Center - 3rd Floor Weight Room,32,2023-07-23 15:58:00,True
2023-07-23 16:31:14.439439-04:00,14.285714285714,Marino Center - 2nd Floor,15,2023-07-23 16:30:00,True
2023-07-23 16:45:55.062282-04:00,43.076923076923,Marino Center - 3rd Floor Weight Room,28,2023-07-23 16:35:00,True
2023-07-23 17:02:12.937620-04:00,19.047619047619,Marino Center - 2nd Floor,20,2023-07-23 16:59:00,True
2023-07-23 17:45:58.139288-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-23 17:32:00,True
2023-07-23 17:45:58.139674-04:00,41.538461538462,Marino Center - 3rd Floor Weight Room,27,2023-07-23 17:36:00,True
2023-07-23 18:02:23.176091-04:00,20.952380952381,Marino Center - 2nd Floor,22,2023-07-23 18:01:00,True
2023-07-23 18:02:23.176627-04:00,44.615384615385,Marino Center - 3rd Floor Weight Room,29,2023-07-23 17:55:00,True
2023-07-23 18:23:09.636423-04:00,20.0,Marino Center - 2nd Floor,21,2023-07-23 18:05:00,True
2023-07-23 18:31:03.833194-04:00,50.769230769231,Marino Center - 3rd Floor Weight Room,33,2023-07-23 18:28:00,True
2023-07-23 18:46:09.854835-04:00,32.380952380952,Marino Center - 2nd Floor,34,2023-07-23 18:30:00,True
2023-07-23 19:02:59.219685-04:00,55.384615384615,Marino Center - 3rd Floor Weight Room,36,2023-07-23 18:59:00,True
2023-07-23 19:31:12.639870-04:00,46.153846153846,Marino Center - 3rd Floor Weight Room,30,2023-07-23 19:29:00,True
2023-07-23 20:33:45.684886-04:00,28.571428571429,Marino Center - 2nd Floor,30,2023-07-23 19:59:00,True
2023-07-24 07:02:36.220864-04:00,70.0,SquashBusters - 4th Floor,42,2023-07-24 06:55:00,True
2023-07-24 07:18:13.010999-04:00,51.666666666667,SquashBusters - 4th Floor,31,2023-07-24 07:13:00,True
2023-07-24 07:46:02.721366-04:00,61.666666666667,SquashBusters - 4th Floor,37,2023-07-24 07:42:00,True
2023-07-24 08:10:39.008979-04:00,66.666666666667,SquashBusters - 4th Floor,40,2023-07-24 07:59:00,True
2023-07-24 08:41:53.317555-04:00,60.0,SquashBusters - 4th Floor,36,2023-07-24 08:35:00,True
2023-07-24 08:59:11.841959-04:00,46.666666666667,SquashBusters - 4th Floor,28,2023-07-24 08:52:00,True
2023-07-24 09:31:01.675139-04:00,50.0,SquashBusters - 4th Floor,30,2023-07-24 09:19:00,True
2023-07-24 09:46:11.076283-04:00,45.0,SquashBusters - 4th Floor,27,2023-07-24 09:43:00,True
2023-07-24 10:24:50.606709-04:00,4.0,Functional Training Area,1,2023-07-24 10:19:00,True
2023-07-24 10:24:50.607267-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-24 10:16:00,True
2023-07-24 11:04:07.519711-04:00,8.0,Functional Training Area,2,2023-07-24 11:03:00,True
2023-07-24 11:04:07.520224-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-24 10:56:00,True
2023-07-24 11:22:43.734693-04:00,4.0,Functional Training Area,1,2023-07-24 11:06:00,True
2023-07-24 11:31:34.300402-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-24 11:29:00,True
2023-07-24 11:46:02.383801-04:00,8.0,Functional Training Area,2,2023-07-24 11:38:00,True
2023-07-24 12:06:56.354958-04:00,12.0,Functional Training Area,3,2023-07-24 11:51:00,True
2023-07-24 12:27:59.750839-04:00,16.0,Functional Training Area,4,2023-07-24 12:22:00,True
2023-07-24 12:27:59.751531-04:00,76.666666666667,SquashBusters - 4th Floor,46,2023-07-24 12:24:00,True
2023-07-24 12:46:00.756407-04:00,70.0,SquashBusters - 4th Floor,42,2023-07-24 12:43:00,True
2023-07-24 13:03:23.381642-04:00,73.333333333333,SquashBusters - 4th Floor,44,2023-07-24 12:56:00,True
2023-07-24 13:23:35.746878-04:00,8.0,Functional Training Area,2,2023-07-24 13:14:00,True
2023-07-24 13:23:35.747397-04:00,56.666666666667,SquashBusters - 4th Floor,34,2023-07-24 13:13:00,True
2023-07-24 13:31:07.897861-04:00,53.333333333333,SquashBusters - 4th Floor,32,2023-07-24 13:28:00,True
